state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,year,state_name,abbreviation
Telangana,Adilabad,GODAM NAGESH,M,49.0,ST,TRS,Car,425762,5085,430847,1386282,2014,Telangana,TG
Telangana,Adilabad,NARESH,M,37.0,ST,INC,Hand,257994,1563,259557,1386282,2014,Telangana,TG
Telangana,Adilabad,RAMESH RATHOD,M,48.0,ST,TDP,Bicycle,182879,1319,184198,1386282,2014,Telangana,TG
Telangana,Adilabad,RATHOD SADASHIV,M,55.0,ST,BSP,Elephant,94363,57,94420,1386282,2014,Telangana,TG
Telangana,Adilabad,NETHAWATH RAMDAS,M,44.0,ST,IND,Auto- Rickshaw,41028,4,41032,1386282,2014,Telangana,TG
Telangana,Adilabad,PAWAR KRISHNA,M,33.0,ST,IND,Bat,5051,4,5055,1386282,2014,Telangana,TG
Telangana,Adilabad,BANKA SAHADEV,M,53.0,ST,IND,Gas Cylinder,4780,7,4787,1386282,2014,Telangana,TG
Telangana,Adilabad,MOSALI CHINNAIAH,M,40.0,ST,IND,Almirah,8842,17,8859,1386282,2014,Telangana,TG
Telangana,Adilabad,None of the Above,,,,NOTA,NOTA,17021,63,17084,1386282,2014,Telangana,TG
Andhra Pradesh,Peddapalle,DR.JANAPATI SARAT BABU,M,42.0,SC,TDP,Bicycle,63174,160,63334,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,TAGARAM SHANKAR LAL,M,37.0,SC,BSP,Elephant,9430,19,9449,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,BALKA SUMAN,M,31.0,SC,TRS,Car,563214,2282,565496,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,G. VIVEKANAND,M,56.0,SC,INC,Hand,273441,897,274338,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,KALVALA SHANKAR,M,44.0,SC,PPOI,Television,9288,2,9290,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,KALVALA SANJEEV,M,37.0,SC,RPI,Sewing Machine,8609,0,8609,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,BOTHA VENKATA MALLAIAH,M,58.0,SC,BCUF,Chappals,2245,0,2245,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,J.V. RAJU,M,50.0,SC,NIP,Cup & Saucer,3020,0,3020,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,VENKATA SWAMY INJAM,M,42.0,SC,MaSP,Ring,3861,5,3866,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,VELTHURU MALLAIAH,M,57.0,SC,RP(K),Auto- Rickshaw,45976,1,45977,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,KAMILLA JAYA RAO,M,43.0,SC,IND,Scissors,2741,1,2742,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,GADDALA VINAY KUMAR,M,65.0,SC,IND,Ceiling Fan,3263,3,3266,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,GORRE RAMESH,M,43.0,SC,IND,Gas Cylinder,2359,2,2361,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,JINNA RAMADEVI,F,37.0,SC,IND,Battery Torch,9199,0,9199,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,THALLAPALLI SRINIVAS,M,35.0,SC,IND,Candles,3698,1,3699,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,BUPELLI NARAYANA,M,30.0,SC,IND,Bat,7255,3,7258,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,MOUTAM RAVINDER,M,33.0,SC,IND,Almirah,2671,3,2674,1425355,2014,Andhra Pradesh,AP
Andhra Pradesh,Peddapalle,None of the Above,,,,NOTA,NOTA,5344,17,5361,1425355,2014,Andhra Pradesh,AP
Telangana,Karimnagar,CHENNAMANENI VIDYA SAGAR RAO,M,73.0,GEN,BJP,Lotus,213836,992,214828,1550810,2014,Telangana,TG
Telangana,Karimnagar,PONNAM PRABHAKAR,M,47.0,GEN,INC,Hand,298386,2320,300706,1550810,2014,Telangana,TG
Telangana,Karimnagar,BURLA. RAVI,M,42.0,GEN,NCP,Clock,4768,1,4769,1550810,2014,Telangana,TG
Telangana,Karimnagar,B. LAXMAN,M,53.0,SC,BSP,Elephant,11289,39,11328,1550810,2014,Telangana,TG
Telangana,Karimnagar,VINOD KUMAR BOINAPALLY,M,54.0,GEN,TRS,Car,503197,2161,505358,1550810,2014,Telangana,TG
Telangana,Karimnagar,DR.DHARMAIAH VENDAVETLA,M,61.0,SC,BMUP,Cot,3771,1,3772,1550810,2014,Telangana,TG
Telangana,Karimnagar,L. PRABHAKAR REDDY,M,48.0,GEN,PPOI,Television,3942,1,3943,1550810,2014,Telangana,TG
Telangana,Karimnagar,MEESALA RAJI REDDY,M,44.0,GEN,YSRCP,Ceiling Fan,3071,4,3075,1550810,2014,Telangana,TG
Telangana,Karimnagar,RANAVENI LAKSHMAN,M,41.0,GEN,NIP,Cup & Saucer,2061,1,2062,1550810,2014,Telangana,TG
Telangana,Karimnagar,REDDI MALLA SRINIVAS,M,46.0,SC,RPI(A),Sewing Machine,8033,1,8034,1550810,2014,Telangana,TG
Telangana,Karimnagar,SHAIK MAHMOOD,M,58.0,GEN,WPOI,Auto- Rickshaw,39300,8,39308,1550810,2014,Telangana,TG
Telangana,Karimnagar,UPPULETI.LAXMAN,M,49.0,SC,IND,Bat,2445,0,2445,1550810,2014,Telangana,TG
Telangana,Karimnagar,KANDEM PRABHAKAR,M,45.0,GEN,IND,Gas Stove,4727,1,4728,1550810,2014,Telangana,TG
Telangana,Karimnagar,PULIKOTA RAMESH,M,34.0,SC,IND,Battery Torch,1772,1,1773,1550810,2014,Telangana,TG
Telangana,Karimnagar,MALLESH YADAV BARLA,M,26.0,GEN,IND,Coconut,2757,0,2757,1550810,2014,Telangana,TG
Telangana,Karimnagar,MOHAMMED AMJAD MOHIUDDIN,M,45.0,GEN,IND,Kite,6713,0,6713,1550810,2014,Telangana,TG
Telangana,Karimnagar,SRINIVAS REDDY LINGAMPALLY,M,41.0,GEN,IND,Carrom Board,3851,0,3851,1550810,2014,Telangana,TG
Telangana,Karimnagar,None of the Above,,,,NOTA,NOTA,5722,12,5734,1550810,2014,Telangana,TG
Telangana,Nizamabad,ENDALA LAKSHMINARAYANA,M,51.0,GEN,BJP,Lotus,222876,2457,225333,1496193,2014,Telangana,TG
Telangana,Nizamabad,KALVAKUNTLA KAVITHA,F,36.0,GEN,TRS,Car,435706,3601,439307,1496193,2014,Telangana,TG
Telangana,Nizamabad,TALARI RAMULU,M,46.0,SC,BSP,Elephant,7398,23,7421,1496193,2014,Telangana,TG
Telangana,Nizamabad,MADHU YASKHI GOUD,M,56.0,GEN,INC,Hand,270948,1175,272123,1496193,2014,Telangana,TG
Telangana,Nizamabad,ABDUL GANI,M,39.0,GEN,BCUF,Chappals,4791,0,4791,1496193,2014,Telangana,TG
Telangana,Nizamabad,BANJA VEERAPPA,M,53.0,GEN,PPOI,Television,3649,2,3651,1496193,2014,Telangana,TG
Telangana,Nizamabad,MALIK MOHTASIM KHAN,M,47.0,GEN,WPOI,Auto- Rickshaw,43738,76,43814,1496193,2014,Telangana,TG
Telangana,Nizamabad,RAPELLY SRINIVAS,M,39.0,GEN,AAAP,Broom,2613,8,2621,1496193,2014,Telangana,TG
Telangana,Nizamabad,SAGAR SUDDALA,M,32.0,SC,BMUP,Cot,1952,26,1978,1496193,2014,Telangana,TG
Telangana,Nizamabad,SINGAREDDY RAVINDRA REDDY,M,46.0,GEN,YSRCP,Ceiling Fan,3508,21,3529,1496193,2014,Telangana,TG
Telangana,Nizamabad,ABDUL KAREEM KHAN (BABU),M,44.0,GEN,IND,Bat,1599,2,1601,1496193,2014,Telangana,TG
Telangana,Nizamabad,KANDEM PRABHAKAR,M,45.0,GEN,IND,Gas Stove,3988,2,3990,1496193,2014,Telangana,TG
Telangana,Nizamabad,KOTAPATI NARSIMHAM NAIDU,M,56.0,GEN,IND,Gas Cylinder,2458,4,2462,1496193,2014,Telangana,TG
Telangana,Nizamabad,S. CHANDRAIAH,M,66.0,GEN,IND,Cup & Saucer,2817,0,2817,1496193,2014,Telangana,TG
Telangana,Nizamabad,CHIRULINGADRULA VENKATESHAM,M,40.0,GEN,IND,Coconut,3091,0,3091,1496193,2014,Telangana,TG
Telangana,Nizamabad,BAGWAN B,M,49.0,ST,IND,Almirah,8129,0,8129,1496193,2014,Telangana,TG
Telangana,Nizamabad,None of the Above,,,,NOTA,NOTA,7244,22,7266,1496193,2014,Telangana,TG
Telangana,Zahirabad,B.B. PATIL,M,58.0,GEN,TRS,Car,505983,2678,508661,1445354,2014,Telangana,TG
Telangana,Zahirabad,K.MADAN MOHAN RAO,M,44.0,GEN,TDP,Bicycle,156807,690,157497,1445354,2014,Telangana,TG
Telangana,Zahirabad,SYED FEROZUDDIN,M,46.0,GEN,BSP,Elephant,8165,15,8180,1445354,2014,Telangana,TG
Telangana,Zahirabad,SURESH KUMAR SHETKAR,M,53.0,GEN,INC,Hand,362939,1091,364030,1445354,2014,Telangana,TG
Telangana,Zahirabad,MARRI DURGESH,M,30.0,SC,RPI(A),Sewing Machine,18027,0,18027,1445354,2014,Telangana,TG
Telangana,Zahirabad,MAHMOOD MOHIUDDIN,M,44.0,GEN,YSRCP,Ceiling Fan,12369,14,12383,1445354,2014,Telangana,TG
Telangana,Zahirabad,DR. SUNEEL KUMAR CHOWDHARY,M,53.0,GEN,AAAP,Broom,3270,15,3285,1445354,2014,Telangana,TG
Telangana,Zahirabad,TANDALE AMBAJI RAO,M,45.0,GEN,IND,Slate,2321,2,2323,1445354,2014,Telangana,TG
Telangana,Zahirabad,BENJAMIN RAJU,M,43.0,GEN,IND,Grapes,4802,2,4804,1445354,2014,Telangana,TG
Telangana,Zahirabad,RAMA RAO,M,45.0,GEN,IND,Balloon,4426,0,4426,1445354,2014,Telangana,TG
Telangana,Zahirabad,None of the Above,,,,NOTA,NOTA,11157,33,11190,1445354,2014,Telangana,TG
Telangana,Medak,KALVAKUNTLA CHANDRASEKHAR RAO,M,60.0,GEN,TRS,Car,655484,2008,657492,1536166,2014,Telangana,TG
Telangana,Medak,CHAGANLA NARENDRA NATH,M,49.0,GEN,BJP,Lotus,181177,627,181804,1536166,2014,Telangana,TG
Telangana,Medak,Y. SHANKAR GOUD,M,50.0,GEN,BSP,Elephant,6633,10,6643,1536166,2014,Telangana,TG
Telangana,Medak,DR.P. SHRAVAN KUMAR REDDY,M,39.0,GEN,INC,Hand,260202,261,260463,1536166,2014,Telangana,TG
Telangana,Medak,IQBAL ALI ZAFAR,M,59.0,GEN,MBT,Balloon,5010,0,5010,1536166,2014,Telangana,TG
Telangana,Medak,KOMPELLI PRABHUDAS,M,48.0,SC,RPI(A),Sewing Machine,7599,0,7599,1536166,2014,Telangana,TG
Telangana,Medak,"PRABHUGOUD, PULLAIAHGARI",M,45.0,GEN,YSRCP,Ceiling Fan,11744,8,11752,1536166,2014,Telangana,TG
Telangana,Medak,BOMMA BALESHAM,M,62.0,GEN,PPOI,Television,3296,1,3297,1536166,2014,Telangana,TG
Telangana,Medak,KUNDETI. RAVI.,M,40.0,GEN,IND,Camera,33507,0,33507,1536166,2014,Telangana,TG
Telangana,Medak,GAJABINKAR BANSILAL,M,49.0,GEN,IND,Basket containing Fruits,3281,0,3281,1536166,2014,Telangana,TG
Telangana,Medak,GURJADA BHEERAIAH YADAV,M,47.0,GEN,IND,Coconut,2050,3,2053,1536166,2014,Telangana,TG
Telangana,Medak,BALARAJU MITTAPALLY,M,43.0,GEN,IND,Carrom Board,2973,0,2973,1536166,2014,Telangana,TG
Telangana,Medak,MEKA. SUBBA RAO,M,37.0,SC,IND,Cup & Saucer,4441,0,4441,1536166,2014,Telangana,TG
Telangana,Medak,None of the Above,,,,NOTA,NOTA,10687,9,10696,1536166,2014,Telangana,TG
Telangana,Malkajgiri,KARUNAKAR.R,M,48.0,GEN,BSP,Elephant,6111,22,6133,3183083,2014,Telangana,TG
Telangana,Malkajgiri,CH.MALLA REDDY,M,56.0,GEN,TDP,Bicycle,522423,933,523356,3183083,2014,Telangana,TG
Telangana,Malkajgiri,SARVEY SATHYANARAYANA,M,60.0,GEN,INC,Hand,232989,541,233530,3183083,2014,Telangana,TG
Telangana,Malkajgiri,HANUMANTH RAO MYNAMPALLY,M,47.0,GEN,TRS,Car,493433,1757,495190,3183083,2014,Telangana,TG
Telangana,Malkajgiri,DR.JAYAPRAKASH  NARAYAN .N,M,58.0,GEN,LSP,Whistle,157530,718,158248,3183083,2014,Telangana,TG
Telangana,Malkajgiri,JAJULA BHASKAR,M,39.0,GEN,SHP,Auto- Rickshaw,7951,2,7953,3183083,2014,Telangana,TG
Telangana,Malkajgiri,V.DINESH REDDY,M,60.0,GEN,YSRCP,Ceiling Fan,114941,280,115221,3183083,2014,Telangana,TG
Telangana,Malkajgiri,DIVAKAR DHARANIKOTA SUDHAKAR,M,28.0,GEN,AIMIM,Almirah,18535,9,18544,3183083,2014,Telangana,TG
Telangana,Malkajgiri,PADURI SRINIVAS REDDY,M,39.0,GEN,TLP,Gas Cylinder,793,9,802,3183083,2014,Telangana,TG
Telangana,Malkajgiri,BANDI SUDHAKAR,M,39.0,GEN,JaSPa,Chappals,4088,7,4095,3183083,2014,Telangana,TG
Telangana,Malkajgiri,MURARI.T.N,M,60.0,GEN,SHS,Bow & Arrow,1388,2,1390,3183083,2014,Telangana,TG
Telangana,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,M,40.0,GEN,BCBDP,Candles,593,3,596,3183083,2014,Telangana,TG
Telangana,Malkajgiri,SUTHARAPU PADMAIAH,M,60.0,GEN,APRSSP,Batsman,527,2,529,3183083,2014,Telangana,TG
Telangana,Malkajgiri,DR.N.V.SUDHA KIRAN,M,48.0,GEN,AAAP,Broom,8264,37,8301,3183083,2014,Telangana,TG
Telangana,Malkajgiri,SURAKANTI VENKAT REDDY,M,50.0,GEN,PPOI,Television,2048,1,2049,3183083,2014,Telangana,TG
Telangana,Malkajgiri,ANJANEYULU.E,M,28.0,GEN,IND,Bat,2675,2,2677,3183083,2014,Telangana,TG
Telangana,Malkajgiri,KANTE SAYANNA,M,35.0,GEN,IND,Stethoscope,2260,1,2261,3183083,2014,Telangana,TG
Telangana,Malkajgiri,KOYALKAR BHOJ RAJ,M,56.0,GEN,IND,Basket containing Fruits,1547,0,1547,3183083,2014,Telangana,TG
Telangana,Malkajgiri,GAJABINKAR BANSILAL,M,47.0,GEN,IND,Air Conditioner,1416,0,1416,3183083,2014,Telangana,TG
Telangana,Malkajgiri,DASARI BHARATH REDDY,M,28.0,GEN,IND,Cup & Saucer,1693,0,1693,3183083,2014,Telangana,TG
Telangana,Malkajgiri,PROF. K.NAGESHWAR,M,50.0,GEN,IND,Telephone,13037,202,13239,3183083,2014,Telangana,TG
Telangana,Malkajgiri,M.NAGESWARA RAO,M,60.0,GEN,IND,Letter Box,1264,37,1301,3183083,2014,Telangana,TG
Telangana,Malkajgiri,PEESARI SATISH REDDY,M,32.0,GEN,IND,Harmonium,1325,0,1325,3183083,2014,Telangana,TG
Telangana,Malkajgiri,POTTURI TULASI DAS,M,62.0,GEN,IND,Walking Stick,411,0,411,3183083,2014,Telangana,TG
Telangana,Malkajgiri,POLISETTY KRISHNA RAO,M,28.0,GEN,IND,Bottle,495,1,496,3183083,2014,Telangana,TG
Telangana,Malkajgiri,D.BIKSHAPATHI,M,40.0,GEN,IND,Camera,5715,2,5717,3183083,2014,Telangana,TG
Telangana,Malkajgiri,RAHUL PANDIT,M,48.0,GEN,IND,Battery Torch,897,2,899,3183083,2014,Telangana,TG
Telangana,Malkajgiri,VATTIKUTI RAMARAO GOUD,M,28.0,GEN,IND,Pen Nib with Seven Rays,1031,1,1032,3183083,2014,Telangana,TG
Telangana,Malkajgiri,M.T.VARUGHESE,M,50.0,GEN,IND,Gas Stove,1025,1,1026,3183083,2014,Telangana,TG
Telangana,Malkajgiri,B.VEERA HANUMANTHA REDDY,M,48.0,GEN,IND,Slate,775,0,775,3183083,2014,Telangana,TG
Telangana,Malkajgiri,None of the Above,,,,NOTA,NOTA,8666,26,8692,3183083,2014,Telangana,TG
Telangana,Secundrabad,M.ANJAN KUMAR YADAV,M,53.0,GEN,INC,Hand,183427,109,183536,1893741,2014,Telangana,TG
Telangana,Secundrabad,KHAJA KHALID ANWAR,M,47.0,GEN,BSP,Elephant,2856,7,2863,1893741,2014,Telangana,TG
Telangana,Secundrabad,BANDARU DATTATREYA,M,66.0,GEN,BJP,Lotus,437860,411,438271,1893741,2014,Telangana,TG
Telangana,Secundrabad,T.BHEEMSEN,M,65.0,GEN,TRS,Car,143696,151,143847,1893741,2014,Telangana,TG
Telangana,Secundrabad,ABDUS SATTAR MUJAHED,M,48.0,GEN,ABML(S),Balloon,807,2,809,1893741,2014,Telangana,TG
Telangana,Secundrabad,DR.N.S.UDAY KUMAR,M,53.0,GEN,pjdl,Television,927,1,928,1893741,2014,Telangana,TG
Telangana,Secundrabad,KARANKOTE NARENDER,M,52.0,GEN,AIFB,Lion,474,0,474,1893741,2014,Telangana,TG
Telangana,Secundrabad,KUMAR CHOWDARY YADAV.G,M,55.0,GEN,sps,Bat,547,0,547,1893741,2014,Telangana,TG
Telangana,Secundrabad,KHAJA SIRAJUDDIN AZAZ,M,49.0,GEN,mmsp,Iron,957,2,959,1893741,2014,Telangana,TG
Telangana,Secundrabad,CHAYA RATAN MUSINIPALLY,F,61.0,SC,AAAP,Broom,11162,22,11184,1893741,2014,Telangana,TG
Telangana,Secundrabad,B.DEEPAK KUMAR,M,39.0,SC,RPI(KH),Candles,1813,0,1813,1893741,2014,Telangana,TG
Telangana,Secundrabad,NARLA MOHAN RAO,M,47.0,GEN,AIMIM,Kite,145095,25,145120,1893741,2014,Telangana,TG
Telangana,Secundrabad,DR.MALATHI LATHA EPPA,F,29.0,GEN,JAP,Almirah,871,2,873,1893741,2014,Telangana,TG
Telangana,Secundrabad,CH. MURAHARI,M,55.0,GEN,SUCI,Glass Tumbler,552,2,554,1893741,2014,Telangana,TG
Telangana,Secundrabad,MOHD IMTIAZ HUSSAIN,M,35.0,GEN,IUML,Ladder,784,2,786,1893741,2014,Telangana,TG
Telangana,Secundrabad,RAGHU DESHABOINA,M,45.0,GEN,BMUP,Cot,1494,2,1496,1893741,2014,Telangana,TG
Telangana,Secundrabad,J.RAMULU,M,39.0,GEN,RSP,Spade & Stoker,2057,1,2058,1893741,2014,Telangana,TG
Telangana,Secundrabad,SHAKTHI SATYAVATHI,F,49.0,ST,PPOI,Battery Torch,638,0,638,1893741,2014,Telangana,TG
Telangana,Secundrabad,K. SRINIVASULU,M,42.0,GEN,JaSPa,Chappals,3688,3,3691,1893741,2014,Telangana,TG
Telangana,Secundrabad,SYED SAJID ALI,M,44.0,GEN,YSRCP,Ceiling Fan,45161,26,45187,1893741,2014,Telangana,TG
Telangana,Secundrabad,K.SAI KRISHNA MOHAN RAO,M,53.0,GEN,ICSP,Trumpet,2599,4,2603,1893741,2014,Telangana,TG
Telangana,Secundrabad,SONU SARSAL VALMIKI,M,29.0,SC,TECPI,Auto- Rickshaw,2310,1,2311,1893741,2014,Telangana,TG
Telangana,Secundrabad,ANANTH RAO GUNDEPALLY,M,43.0,GEN,IND,Pen Nib with Seven Rays,779,0,779,1893741,2014,Telangana,TG
Telangana,Secundrabad,AVULA RANGANAYAKULU,M,60.0,GEN,IND,Telephone,1143,1,1144,1893741,2014,Telangana,TG
Telangana,Secundrabad,MICHAEL DANIEL OVELZ,M,41.0,GEN,IND,Pot,291,0,291,1893741,2014,Telangana,TG
Telangana,Secundrabad,MOHD ABUBAKAR PARWAIZ SIDDIQUI,M,38.0,GEN,IND,Gas Cylinder,322,0,322,1893741,2014,Telangana,TG
Telangana,Secundrabad,MOHAMMED RIZWAN HUSSAIN,M,32.0,GEN,IND,Coconut,370,0,370,1893741,2014,Telangana,TG
Telangana,Secundrabad,S. LAKSHMAN RAO,M,50.0,GEN,IND,Envelope,885,1,886,1893741,2014,Telangana,TG
Telangana,Secundrabad,SYED MADANI QUADRI,M,53.0,GEN,IND,Bread,376,0,376,1893741,2014,Telangana,TG
Telangana,Secundrabad,B.SUBRAMANYAM,M,60.0,GEN,IND,Camera,2480,1,2481,1893741,2014,Telangana,TG
Telangana,Secundrabad,None of the Above,,,,NOTA,NOTA,6567,5,6572,1893741,2014,Telangana,TG
Telangana,Hyderabad,S KRISHNA REDDY,M,51.0,GEN,INC,Hand,49301,9,49310,1823217,2014,Telangana,TG
Telangana,Hyderabad,DR.BHAGAVANTH RAO,M,61.0,GEN,BJP,Lotus,311336,78,311414,1823217,2014,Telangana,TG
Telangana,Hyderabad,RASHID SHAREEF,M,53.0,GEN,TRS,Car,37190,5,37195,1823217,2014,Telangana,TG
Telangana,Hyderabad,VENU GOPAL.P,M,30.0,SC,BSP,Elephant,3100,0,3100,1823217,2014,Telangana,TG
Telangana,Hyderabad,ASADUDDIN OWAISI,M,43.0,GEN,AIMIM,Kite,513777,91,513868,1823217,2014,Telangana,TG
Telangana,Hyderabad,S.KHAJA MOINUDDIN,M,45.0,GEN,AIACP,Batsman,1592,1,1593,1823217,2014,Telangana,TG
Telangana,Hyderabad,JAYA VINDHYALA,F,49.0,GEN,SP(I),Battery Torch,598,0,598,1823217,2014,Telangana,TG
Telangana,Hyderabad,BINGHI RAJASHEKAR,M,38.0,GEN,PPOI,Television,21796,0,21796,1823217,2014,Telangana,TG
Telangana,Hyderabad,BODDU SAINATH REDDY,M,36.0,GEN,YSRCP,Ceiling Fan,10735,8,10743,1823217,2014,Telangana,TG
Telangana,Hyderabad,N.MAHENDER SINGH,M,49.0,GEN,NBNP,Dao,485,0,485,1823217,2014,Telangana,TG
Telangana,Hyderabad,LUBNA SARWATH,F,49.0,GEN,AAAP,Broom,6118,0,6118,1823217,2014,Telangana,TG
Telangana,Hyderabad,SYED MUSTAFA MAHMOOD,M,45.0,GEN,MBT,Bat,2101,1,2102,1823217,2014,Telangana,TG
Telangana,Hyderabad,MD OSMAN,M,52.0,GEN,IND,BELT,728,0,728,1823217,2014,Telangana,TG
Telangana,Hyderabad,SHAIK MOIN,M,46.0,GEN,IND,Candles,626,0,626,1823217,2014,Telangana,TG
Telangana,Hyderabad,SYED ABDUL GAFFER,M,56.0,GEN,IND,Gas Cylinder,740,0,740,1823217,2014,Telangana,TG
Telangana,Hyderabad,M A HABEEB,M,37.0,GEN,IND,Carrom Board,5992,0,5992,1823217,2014,Telangana,TG
Telangana,Hyderabad,None of the Above,,,,NOTA,NOTA,5011,2,5013,1823217,2014,Telangana,TG
Telangana,Chelvella,KONDA VISHWESHWAR REDDY,M,54.0,GEN,TRS,Car,431084,3993,435077,2185164,2014,Telangana,TG
Telangana,Chelvella,TULLA VEERENDER,M,31.0,GEN,TDP,Bicycle,352227,976,353203,2185164,2014,Telangana,TG
Telangana,Chelvella,PATLOLLA KARTIK REDDY,M,34.0,GEN,INC,Hand,360834,1220,362054,2185164,2014,Telangana,TG
Telangana,Chelvella,SAMALA RAVINDAR,M,46.0,GEN,BSP,Elephant,7713,19,7732,2185164,2014,Telangana,TG
Telangana,Chelvella,KUMMARI GIRI,M,33.0,GEN,PPOI,Television,5787,2,5789,2185164,2014,Telangana,TG
Telangana,Chelvella,KONDA RAGHAVA REDDY,M,54.0,GEN,YSRCP,Ceiling Fan,40069,66,40135,2185164,2014,Telangana,TG
Telangana,Chelvella,DR.GOLLA RAMAIAH,M,73.0,GEN,TLP,Gas Cylinder,1737,28,1765,2185164,2014,Telangana,TG
Telangana,Chelvella,CHAN PASHA,M,37.0,GEN,ABML(S),Kite,56832,3,56835,2185164,2014,Telangana,TG
Telangana,Chelvella,MD YUNUS MIYA,M,70.0,GEN,MCPI,Carrom Board,2901,3,2904,2185164,2014,Telangana,TG
Telangana,Chelvella,REGATTE VENKAT REDDY,M,54.0,GEN,AAAP,Broom,7433,29,7462,2185164,2014,Telangana,TG
Telangana,Chelvella,SYED HASHMATHULLAH QUADRI,M,45.0,GEN,IUML,Ladder,1399,12,1411,2185164,2014,Telangana,TG
Telangana,Chelvella,DR. P. SADHU SATYANADHAN,M,61.0,GEN,ICSP,Trumpet,2487,58,2545,2185164,2014,Telangana,TG
Telangana,Chelvella,SUTHARAPU PADMAIAH,M,61.0,GEN,APRSSP,Batsman,2211,3,2214,2185164,2014,Telangana,TG
Telangana,Chelvella,G.MALLESHAM GOUD,M,38.0,GEN,IND,Auto- Rickshaw,24650,10,24660,2185164,2014,Telangana,TG
Telangana,Chelvella,SANIKE RAM GOPAL YADAV,M,47.0,GEN,IND,Ring,2056,2,2058,2185164,2014,Telangana,TG
Telangana,Chelvella,None of the Above,,,,NOTA,NOTA,9989,29,10018,2185164,2014,Telangana,TG
Telangana,Mahbubnagar,KADIRE KRISHNA,M,37.0,SC,BSP,Elephant,15690,89,15779,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,DR. JANARDHAN REDDY NAGAM,M,65.0,GEN,BJP,Lotus,270102,2689,272791,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,JAIPAL REDDY SUDINI,M,72.0,GEN,INC,Hand,330167,1471,331638,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,AP JITHENDER REDDY,M,60.0,GEN,TRS,Car,332581,1647,334228,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,S.R.PREMAIAH,M,60.0,SC,PPOI,Auto- Rickshaw,30379,9,30388,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,H.A. RAHMAN,M,44.0,GEN,YSRCP,Ceiling Fan,9065,40,9105,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,IBRAHIM SYED,M,44.0,GEN,IND,Almirah,4487,62,4549,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,DR. CHANDRA SEKHAR. A,M,45.0,GEN,IND,Stethoscope,3983,50,4033,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,S. SHIVA SHANKAR,M,45.0,GEN,IND,Air Conditioner,3242,10,3252,1418668,2014,Telangana,TG
Telangana,Mahbubnagar,None of the Above,,,,NOTA,NOTA,9016,21,9037,1418668,2014,Telangana,TG
Telangana,Nagarkurnool,YELLAIAH NANDI,M,71.0,SC,INC,Hand,419040,1035,420075,1477305,2014,Telangana,TG
Telangana,Nagarkurnool,BAKKANI NARSIMLU,M,63.0,SC,TDP,Bicycle,182734,618,183352,1477305,2014,Telangana,TG
Telangana,Nagarkurnool,BAHADHUR SRINIVAS,M,39.0,SC,BSP,Elephant,12022,67,12089,1477305,2014,Telangana,TG
Telangana,Nagarkurnool,DR. MANDA JAGANNATH,M,63.0,SC,TRS,Car,401212,2187,403399,1477305,2014,Telangana,TG
Telangana,Nagarkurnool,MAREDU GOPAL,M,63.0,SC,YSRCP,Ceiling Fan,22955,30,22985,1477305,2014,Telangana,TG
Telangana,Nagarkurnool,BUDDULA SRINIVAS,M,39.0,SC,IND,Auto- Rickshaw,54675,5,54680,1477305,2014,Telangana,TG
Telangana,Nagarkurnool,None of the Above,,,,NOTA,NOTA,12329,59,12388,1477305,2014,Telangana,TG
Telangana,Nalgonda,KUNDARAPU RAMESH,M,46.0,GEN,BSP,Elephant,11503,14,11517,1494343,2014,Telangana,TG
Telangana,Nalgonda,GUTHA SUKHENDER REDDY,M,60.0,GEN,INC,Hand,467984,4109,472093,1494343,2014,Telangana,TG
