state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,year,state_name,abbreviation
Rajasthan,Banswara,KANAKMAL KATARA,MALE,62.0,ST,BJP,Lotus,710684,1025,711709,1975368,2019,Rajasthan,RJ
Rajasthan,Banswara,TARACHAND BHAGORA,MALE,65.0,ST,INC,Hand,405874,371,406245,1975368,2019,Rajasthan,RJ
Rajasthan,Banswara,BAPULAL,MALE,31.0,ST,BSP,Elephant,26169,3,26172,1975368,2019,Rajasthan,RJ
Rajasthan,Banswara,KANTILAL ROAT,MALE,43.0,ST,BTP,Auto- Rickshaw,249964,797,250761,1975368,2019,Rajasthan,RJ
Rajasthan,Banswara,NITESH DAMOR,MALE,26.0,ST,IND,Air Conditioner,14822,0,14822,1975368,2019,Rajasthan,RJ
Rajasthan,Banswara,NOTA,,,,NOTA,,29957,5,29962,1975368,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Gopal Singh Shekhawat,MALE,68.0,GENERAL,INC,Hand,405681,1014,406695,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Chandra Prakash Joshi,MALE,43.0,GENERAL,BJP,Lotus,979946,2996,982942,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Dr. Jagdish Chandra Sharma,MALE,67.0,GENERAL,BSP,Elephant,13458,26,13484,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Radha Bhandari,FEMALE,59.0,GENERAL,CPI,Ears of Corn And Sickle,9923,1,9924,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Gopal Dhakad,MALE,38.0,GENERAL,RTORP,Pressure Cooker,2791,2,2793,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Jai Prakash Regar,MALE,39.0,SC,APoI,Coat,4218,15,4233,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Prakash Chandra Meena,MALE,33.0,ST,BTP,Auto- Rickshaw,5393,198,5591,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Mangilal Meena,MALE,52.0,ST,SatBP,Black Board,2314,2,2316,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Gulab Sehlot,MALE,68.0,GENERAL,IND,Almirah,4225,0,4225,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,Shamshuddin,MALE,73.0,GENERAL,IND,Football,9027,2,9029,2015911,2019,Rajasthan,RJ
Rajasthan,Chittorgarh,NOTA,,,,NOTA,,17513,15,17528,2015911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Chenaram,MALE,45.0,GENERAL,BSP,Elephant,15916,39,15955,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Diya Kumari,FEMALE,48.0,GENERAL,BJP,Lotus,858690,4349,863039,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Devkinandan (Kaka),MALE,76.0,GENERAL,INC,Hand,309748,1375,311123,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Chandra Prakash Tanwar,MALE,44.0,SC,APoI,Coat,12885,2,12887,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Mishri Kathat,MALE,67.0,GENERAL,IPGP,Pot,2354,17,2371,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Jitendra Kumar Khatik,MALE,43.0,SC,IND,Matchbox,1548,1,1549,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Neeru Ram Kapri,MALE,49.0,GENERAL,IND,Bat,1547,3,1550,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Bhanwar Lal Kumawat,MALE,51.0,GENERAL,IND,Harmonium,2437,1,2438,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Bhanwer Lal Mali,MALE,55.0,GENERAL,IND,Helicopter,5920,3,5923,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,Rakesh Samdolav,MALE,40.0,GENERAL,IND,Bead Necklace,10331,8,10339,1912911,2019,Rajasthan,RJ
Rajasthan,Rajsamand,NOTA,,,,NOTA,,12641,30,12671,1912911,2019,Rajasthan,RJ
Rajasthan,Bhilwara,RAM PAL SHARMA,MALE,52.0,GENERAL,INC,Hand,325145,1015,326160,1997328,2019,Rajasthan,RJ
Rajasthan,Bhilwara,SHIVLAL GURJAR,MALE,40.0,GENERAL,BSP,Elephant,15599,28,15627,1997328,2019,Rajasthan,RJ
Rajasthan,Bhilwara,SUBHASH CHANDRA BAHERIA,MALE,62.0,GENERAL,BJP,Lotus,936065,2095,938160,1997328,2019,Rajasthan,RJ
Rajasthan,Bhilwara,PAWAN KUMAR SHARMA,MALE,42.0,GENERAL,RTORP,Pressure Cooker,13140,8,13148,1997328,2019,Rajasthan,RJ
Rajasthan,Bhilwara,NOTA,,,,NOTA,,17388,30,17418,1997328,2019,Rajasthan,RJ
Rajasthan,Kota,OM BIRLA,MALE,56.0,GENERAL,BJP,Lotus,796071,3980,800051,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,RAMNARAIN MEENA,MALE,75.0,ST,INC,Hand,517559,2815,520374,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,HARISH KUMAR LAHRI,MALE,61.0,GENERAL,BSP,Elephant,9965,20,9985,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,CHANDRA PRAKASH,MALE,50.0,SC,RKSP,Road Roller,1487,1,1488,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,BHIM SINGH KUNTAL,MALE,52.0,GENERAL,SHS,Bow & Arrow,1305,3,1308,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,MAHESH KUMAR RANIWAL,MALE,46.0,SC,AVIRP,Electric Pole,887,4,891,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,RAJENDRA PRASAD SINGOR,MALE,59.0,SC,MCPI,COMPUTER,1161,0,1161,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,SHOBHA RAM NIRMAL,MALE,71.0,SC,PSS,Battery Torch,996,0,996,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,CAPTAIN SOMESH BHATNAGAR,MALE,48.0,GENERAL,BKNP,Cot,1148,6,1154,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,ABDUL ASIPH,MALE,27.0,GENERAL,IND,Table,1243,8,1251,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,KESHARI LAL,MALE,73.0,SC,IND,Air Conditioner,1675,3,1678,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,ENGINEER PRAVEEN KHANDELWAL,MALE,42.0,ST,IND,DIAMOND,4096,1,4097,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,SATISH BHARDWAJ,MALE,37.0,GENERAL,IND,Bat,2462,2,2464,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,SUNIL MADAN,MALE,52.0,GENERAL,IND,Laptop,3035,1,3036,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,HERGOVIND MEENA,MALE,31.0,ST,IND,Balloon,4511,0,4511,1948010,2019,Rajasthan,RJ
Rajasthan,Kota,NOTA,,,,NOTA,,12531,58,12589,1948010,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,DUSHYANT SINGH,MALE,48.0,GENERAL,BJP,Lotus,887017,383,887400,1903870,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,PRAMOD SHARMA,MALE,48.0,GENERAL,INC,Hand,433272,200,433472,1903870,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,BADREE LAL,MALE,58.0,GENERAL,BSP,Elephant,13336,2,13338,1903870,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,ABDUL QAYYUM SIDDIQUI,MALE,47.0,GENERAL,IND,Ganna Kisan,3344,0,3344,1903870,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,PRINCE MEENA,MALE,25.0,ST,IND,Electric Pole,2701,4,2705,1903870,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,MOHAMMAD NASIR,MALE,54.0,GENERAL,IND,Auto- Rickshaw,5107,0,5107,1903870,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,HARISH KUMAR DHAKAR,MALE,26.0,GENERAL,IND,Helicopter,7421,1,7422,1903870,2019,Rajasthan,RJ
Rajasthan,Jhalawar-Baran,NOTA,,,,NOTA,,17078,2,17080,1903870,2019,Rajasthan,RJ
Sikkim,Sikkim,BHARAT BASNETT,MALE,58.0,GENERAL,INC,Hand,3922,68,3990,434128,2019,Sikkim,SK
Sikkim,Sikkim,DEK BAHADUR KATWAL,MALE,42.0,GENERAL,SDF,Umbrella,149158,5331,154489,434128,2019,Sikkim,SK
Sikkim,Sikkim,INDRA HANG SUBBA,MALE,30.0,GENERAL,SKM,Table Lamp,161143,5779,166922,434128,2019,Sikkim,SK
Sikkim,Sikkim,LATEN TSHERING SHERPA,MALE,33.0,ST,BJP,Lotus,16062,510,16572,434128,2019,Sikkim,SK
Sikkim,Sikkim,BIRAJ ADHIKARI,MALE,57.0,GENERAL,HMSKP,Whistle,1943,55,1998,434128,2019,Sikkim,SK
Sikkim,Sikkim,DHIRAJ KUMAR RAI,MALE,37.0,GENERAL,SKPP,FLUTE,1479,24,1503,434128,2019,Sikkim,SK
Sikkim,Sikkim,NARENDRA ADHIKARI,MALE,30.0,GENERAL,SUTF,Telephone,607,7,614,434128,2019,Sikkim,SK
Sikkim,Sikkim,RABIN RAI,MALE,44.0,GENERAL,AIP,T.V. Remote,392,4,396,434128,2019,Sikkim,SK
Sikkim,Sikkim,SUNMAYA GURUNG,FEMALE,51.0,GENERAL,JMBP,Helicopter,377,6,383,434128,2019,Sikkim,SK
Sikkim,Sikkim,MAHENDRA THAPA,MALE,31.0,GENERAL,IND,Laptop,593,4,597,434128,2019,Sikkim,SK
Sikkim,Sikkim,PASSANG GYALI SHERPA,MALE,37.0,ST,IND,Mike,1947,56,2003,434128,2019,Sikkim,SK
Sikkim,Sikkim,NOTA,,,,NOTA,,2257,22,2279,434128,2019,Sikkim,SK
Tamil Nadu,Thiruvallur,R.Anbuchezhian,MALE,48.0,SC,BSP,Elephant,15153,34,15187,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,Dr.P.Venugopal,MALE,66.0,SC,ADMK,Two Leaves,409274,1063,410337,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,Dr.K.Jayakumar,MALE,69.0,SC,INC,Hand,764093,3199,767292,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,C.Kalanithi,MALE,39.0,SC,ACDP,Jackfruit,4153,9,4162,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,D.Ravi Pariyanar,MALE,42.0,SC,RPI(A),Ring,1754,6,1760,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,Logarangan.M,MALE,35.0,SC,MNM,Battery Torch,73555,176,73731,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,M.VETRISELVI,FEMALE,42.0,SC,NTK,Ganna Kisan,65254,162,65416,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,G.Arulraj,MALE,32.0,SC,IND,Gas Cylinder,871,1,872,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,D.Anandaraj,MALE,34.0,SC,IND,Electric Pole,788,1,789,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,K.Kamalanathan,MALE,38.0,SC,IND,Hat,704,1,705,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,V.Gunasekaran,MALE,65.0,SC,IND,Pressure Cooker,907,1,908,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,K.Chandrasekar,MALE,38.0,SC,IND,Pot,762,0,762,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,S.Sargunam,MALE,42.0,SC,IND,Pan,722,1,723,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,C.Bharath,MALE,26.0,SC,IND,Bat,1976,1,1977,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,A.Manikandan,MALE,32.0,SC,IND,DIAMOND,3123,3,3126,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,Murugesan,MALE,53.0,SC,IND,Almirah,3185,0,3185,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,Pon.Raja,MALE,43.0,SC,IND,Gift Pack,33869,75,33944,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,N.Vikraman,MALE,35.0,SC,IND,Table,1942,0,1942,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,Vijaya .R.,FEMALE,59.0,SC,IND,Bead Necklace,2363,5,2368,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,G.George,MALE,55.0,SC,IND,Air Conditioner,726,2,728,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Thiruvallur,NOTA,,,,NOTA,,18175,100,18275,1946870,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,ALAGAAPURAM R. MOHANRAJ,MALE,65.0,GENERAL,DMDK,Nagara,129076,392,129468,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,Dr. KALANIDHI VEERASWAMY,MALE,49.0,GENERAL,DMK,Rising Sun,589034,1952,590986,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,S.ROBERT GNANA SEKAR,MALE,43.0,GENERAL,BSP,Elephant,4413,7,4420,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,M.L.RAVI,MALE,54.0,GENERAL,DMSK,Football,943,2,945,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,KAMESH,MALE,44.0,GENERAL,TNLK,Ring,2665,4,2669,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,KALIYAMMAL.P,FEMALE,33.0,GENERAL,NTK,Ganna Kisan,60411,104,60515,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,J. SEBASTIN,MALE,42.0,GENERAL,SUCI(C),Gas Cylinder,900,0,900,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,K.PRABHAKARAN,MALE,35.0,SC,MKat,Telephone,678,1,679,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,L.PRAVEEN KUMAR,MALE,38.0,GENERAL,PPIS,Bread,768,0,768,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,A. G. MOURYA,MALE,62.0,GENERAL,MNM,Battery Torch,102980,187,103167,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,R.ARULMURUGAN,MALE,38.0,GENERAL,IND,Balloon,614,1,615,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,S.GANESH,MALE,37.0,GENERAL,IND,DIAMOND,1459,2,1461,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,N.SATHEESH KANNAN,MALE,28.0,SC,IND,Sofa,845,2,847,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,P.SANTHANA KRISHNAN,MALE,44.0,GENERAL,IND,Gift Pack,33232,45,33277,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,V.SARAVANAN,MALE,29.0,GENERAL,IND,Laptop,1068,2,1070,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,G.SRINIVASAN,MALE,42.0,GENERAL,IND,Air Conditioner,1677,0,1677,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,S.SELVARAJ,MALE,43.0,GENERAL,IND,Pressure Cooker,2458,1,2459,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,C.DHANRAJ,MALE,44.0,GENERAL,IND,Pot,1115,1,1116,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,J.DHARANIDHARAN,MALE,39.0,SC,IND,Brief Case,402,0,402,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,A.G.DAMODHARAN,MALE,46.0,GENERAL,IND,Electric Pole,762,1,763,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,S.PRITHVIRAJ,MALE,25.0,GENERAL,IND,BUCKET,555,0,555,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,P.MARIMUTHU,MALE,63.0,GENERAL,IND,BOX,565,1,566,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,L.RAJ,MALE,44.0,GENERAL,IND,Hat,531,2,533,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai North,NOTA,,,,NOTA,,15619,68,15687,1487681,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,KOTTUR R.KUMAR,MALE,38.0,SC,BSP,Elephant,2397,2,2399,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,FEMALE,56.0,GENERAL,DMK,Rising Sun,563240,1632,564872,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,Dr.J.JAYAVARDHAN,MALE,31.0,GENERAL,ADMK,Two Leaves,302152,497,302649,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,SAIKUMAR.S,MALE,52.0,GENERAL,SUCI(C),Gas Cylinder,1489,2,1491,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,S.SRINIVASAN (A) POWER STAR,MALE,57.0,GENERAL,RPI,Iron,665,5,670,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,V.THIRUNAVUKARASU,MALE,42.0,GENERAL,MKat,Telephone,435,1,436,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,Dr.A.NARESH,MALE,29.0,SC,TNLK,Ring,1379,2,1381,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,K.MURALI KRISHNAN,MALE,69.0,GENERAL,PPOI,Pineapple,860,0,860,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,R.RANGARAJAN,MALE,40.0,GENERAL,MNM,Battery Torch,135334,131,135465,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,R.JOHNSON,MALE,37.0,GENERAL,ICF,Grapes,512,0,512,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,M.A.JAYAKUMAR,FEMALE,64.0,GENERAL,DMSK,Football,638,1,639,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,A.J.SHERINE,FEMALE,26.0,GENERAL,NTK,Ganna Kisan,50156,66,50222,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,AGNI SRIRAMACHANDRAN,MALE,38.0,GENERAL,IND,Pen Nib with Seven Rays,1443,1,1444,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,S.ASHOK,MALE,47.0,GENERAL,IND,CHAPATI ROLLER,347,1,348,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,P.AZHAGIRI,MALE,44.0,SC,IND,Tyres,553,0,553,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,S.ELANKUMARAN,MALE,49.0,GENERAL,IND,Coat,958,1,959,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,R.GANESAN,MALE,51.0,GENERAL,IND,School Bag,673,0,673,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,K.KANNAN,MALE,46.0,GENERAL,IND,Syringe,635,0,635,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,B.KARTHIKEYAN,MALE,43.0,GENERAL,IND,Television,533,0,533,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,D.KARTHICK,MALE,32.0,GENERAL,IND,Tractor Chalata Kisan,1203,0,1203,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,K.SARAVANA PERUMAL,MALE,33.0,GENERAL,IND,CUBE,1645,0,1645,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,I.CHIDAMBARA ANANTHA RAJA (A) ICARR WEEOUI,MALE,35.0,GENERAL,IND,DIAMOND,743,0,743,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,SIBI CHAKKARAVARTHY,MALE,28.0,GENERAL,IND,COMPUTER,647,0,647,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,K.SUDHAGAR,MALE,50.0,GENERAL,IND,Crane,224,0,224,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,N.SUBRAMANI,MALE,48.0,GENERAL,IND,Whistle,431,1,432,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,Dr.E.SUBAYA (A) ESAKKI SUBAYA,MALE,55.0,GENERAL,IND,Gift Pack,29482,40,29522,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,E.DHANASEKARAN,MALE,51.0,GENERAL,IND,Camera,350,0,350,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,G.DHANASEKARAN,MALE,48.0,GENERAL,IND,Pressure Cooker,437,0,437,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,G.DEVASAHAYAM,MALE,40.0,GENERAL,IND,Key,462,0,462,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,KUPPAL.G.DEVADOSS,MALE,64.0,GENERAL,IND,Pot,313,0,313,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,S.MANOVA,MALE,28.0,SC,IND,Fountain,292,1,293,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,MURTHY.M,MALE,56.0,GENERAL,IND,COCONUT FARM,1429,0,1429,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,A.RAVICHANDRAN,MALE,32.0,GENERAL,IND,Violin,427,0,427,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,M.RADHA,THIRD,53.0,SC,IND,Computer Mouse,1040,2,1042,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,B.RAJI,MALE,28.0,GENERAL,IND,Bottle,220,0,220,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,M.RAJESWARI PRIYA,FEMALE,36.0,GENERAL,IND,Hat,771,1,772,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,C.ROSI,FEMALE,29.0,SC,IND,Saw,498,0,498,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,J.JANCI RANI,FEMALE,36.0,GENERAL,IND,Cauliflower,379,0,379,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,FARMER K.JAYARAMAN,MALE,43.0,GENERAL,IND,Helicopter,963,5,968,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,D.HARI HARAN,MALE,44.0,SC,IND,Scissors,217,2,219,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai South,NOTA,,,,NOTA,,16838,53,16891,1973533,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,DAYANIDHI MARAN,MALE,52.0,GENERAL,DMK,Rising Sun,447150,1761,448911,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,PARTHASARATHY.M.,MALE,49.0,GENERAL,BSP,Elephant,2684,12,2696,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,KAMEELA NASSER,FEMALE,54.0,GENERAL,MNM,Battery Torch,92047,202,92249,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,KARNAN.C.S.,MALE,63.0,SC,ACDP,Jackfruit,5763,5,5768,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,Dr.KARTHIKEYAN. R,MALE,31.0,GENERAL,NTK,Ganna Kisan,30809,77,30886,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,GEETHALAKSHMI.V.R.,FEMALE,51.0,GENERAL,PPOI,Pineapple,1028,2,1030,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,SASIKUMAR.S.,MALE,36.0,GENERAL,TNLK,Ring,1555,1,1556,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,SAM PAUL. S.R.,MALE,41.0,GENERAL,PMK,Mango,146813,578,147391,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,SURESH BABU. D.,MALE,43.0,GENERAL,DMSK,Football,690,0,690,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,NAJIMUNNISSA,FEMALE,48.0,GENERAL,AIMAK,Auto- Rickshaw,643,2,645,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,VALARMATHI. K.,FEMALE,46.0,GENERAL,AIVP,Key,641,2,643,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,JITENDRA KUMAR JAIN.,MALE,41.0,GENERAL,RPI(A),Pen Nib with Seven Rays,3397,1,3398,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,SHEIK MOHAMED @ DHEHLAN BAQAVI,MALE,48.0,GENERAL,SDPI,Gift Pack,23690,51,23741,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,RAGHAVAN. M.,MALE,62.0,GENERAL,IND,T.V. Remote,321,1,322,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,RADHAKRISHNAN. V.,MALE,47.0,GENERAL,IND,Pressure Cooker,503,1,504,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,Dr. GUNASEKAR. N,MALE,29.0,SC,IND,Helmet,1227,2,1229,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,KUPPUSAMY. K.,MALE,46.0,GENERAL,IND,SHIP,1769,1,1770,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,GOVINDARAJ. L.,MALE,39.0,GENERAL,IND,DIAMOND,1184,0,1184,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,CHANDRANATHAN. S.,MALE,27.0,SC,IND,Water Melon,929,0,929,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,SAMUEL PAUL,MALE,29.0,SC,IND,Capsicum,1232,2,1234,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,SAM PAUL,MALE,28.0,GENERAL,IND,Grapes,1440,4,1444,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,TAMILARASAN. V.V.,MALE,33.0,SC,IND,CCTV Camera,510,1,511,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,DINAKARAN. G.,MALE,29.0,SC,IND,Balloon,324,1,325,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,NASAR. K.,MALE,35.0,GENERAL,IND,Rubber Stamp,360,0,360,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,PRABAKARAN. K.M.,MALE,57.0,GENERAL,IND,Bat,334,0,334,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,PRABHAKARAN. N.,MALE,27.0,SC,IND,Electric Pole,377,0,377,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,PUSHPARAJ. J. L.,MALE,28.0,GENERAL,IND,Laptop,216,0,216,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,MADHANAGOPAL. T,MALE,41.0,GENERAL,IND,COMPUTER,235,0,235,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,RAVICHANDRAN. M,MALE,55.0,GENERAL,IND,Robot,196,1,197,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,RAJ RAMCHAND,MALE,51.0,GENERAL,IND,BUCKET,496,1,497,1332300,2019,Tamil Nadu,TN
Tamil Nadu,Chennai Central,VAITHIYANATHAN. R,MALE,39.0,GENERAL,IND,BOX,355,1,356,1332300,2019,Tamil Nadu,TN
